,hour,PM_US Post,DEWP,HUMI,PRES,TEMP,precipitation,new_wind,year,month,day,hour_sin,hour_cos,month_sin,month_cos,day_sin,day_cos,season_1,season_2,season_3,season_4,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_SW,cbwd_cv,Weekdays,Weekends
29024,8,136.0,6.0,87.19,1010.0,8.0,0.0,5.0,2013,4,3,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29025,9,105.0,6.0,81.48,1010.0,9.0,0.0,4.0,2013,4,3,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29026,10,83.0,6.0,76.18,1010.0,10.0,0.0,4.0,2013,4,3,0.5000000000000003,-0.8660254037844385,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29027,11,69.0,7.0,71.47,1009.0,12.0,0.0,5.0,2013,4,3,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29028,12,46.0,6.0,58.54,1008.0,14.0,0.0,5.0,2013,4,3,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29029,13,35.0,4.0,44.78,1007.0,16.0,0.0,4.0,2013,4,3,-0.25881904510252035,-0.9659258262890684,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29030,14,23.0,3.0,39.16,1007.0,17.0,0.0,4.0,2013,4,3,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29031,15,20.0,-4.0,23.5,1006.0,17.0,0.0,5.0,2013,4,3,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29032,16,23.0,-4.0,23.5,1006.0,17.0,0.0,5.0,2013,4,3,-0.8660254037844384,-0.5000000000000004,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29033,17,15.0,-2.0,29.06,1006.0,16.0,0.0,5.0,2013,4,3,-0.9659258262890681,-0.2588190451025215,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29034,18,25.0,-2.0,30.98,1006.0,15.0,0.0,6.0,2013,4,3,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29035,19,21.0,-2.0,33.05,1007.0,14.0,0.0,9.0,2013,4,3,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29036,20,17.0,1.0,46.88,1007.0,12.0,0.0,5.0,2013,4,3,-0.866025403784439,0.49999999999999933,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29037,21,18.0,4.0,66.27,1008.0,10.0,0.0,6.0,2013,4,3,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29038,22,22.0,3.0,66.05,1007.0,9.0,0.0,3.0,2013,4,3,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,1,0,0,1,0
29039,23,31.0,2.0,65.82,1007.0,8.0,0.0,2.0,2013,4,3,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,1,0,1,0
29040,0,45.0,3.0,81.06,1007.0,6.0,0.0,2.0,2013,4,4,0.0,1.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,1,0,1,0
29041,1,56.0,3.0,81.06,1006.0,6.0,0.0,2.0,2013,4,4,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,1,0,1,0
29042,2,58.0,3.0,86.89,1006.0,5.0,0.0,2.0,2013,4,4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,1,0,1,0
29043,3,68.0,2.0,86.79,1006.0,4.0,0.0,2.0,2013,4,4,0.7071067811865475,0.7071067811865476,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,1,0,1,0
29044,4,80.0,3.0,93.19,1006.0,4.0,0.0,3.0,2013,4,4,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,1,0,1,0
29045,5,76.0,3.0,93.19,1006.0,4.0,0.0,2.0,2013,4,4,0.9659258262890682,0.25881904510252096,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,1,0,1,0
29046,6,75.0,4.0,93.24,1006.0,5.0,0.0,1.0,2013,4,4,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,1,0,1,0
29047,7,72.0,4.0,75.84,1007.0,8.0,0.0,4.0,2013,4,4,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,1,0,1,0
29048,8,28.0,1.0,53.53,1006.0,10.0,0.0,4.0,2013,4,4,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,1,0,1,0
29049,9,20.0,0.0,43.6,1006.0,12.0,0.0,4.0,2013,4,4,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,1,0,1,0
29050,10,20.0,-1.0,40.54,1006.0,12.0,0.0,3.0,2013,4,4,0.5000000000000003,-0.8660254037844385,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,1,0,0,0,1,0
29051,11,17.0,0.0,40.84,1006.0,13.0,0.0,5.0,2013,4,4,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,1,0,1,0
29052,12,18.0,0.0,43.6,1006.0,12.0,0.0,7.0,2013,4,4,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,1,0,0,0,1,0
29053,13,15.0,3.0,61.76,1006.0,10.0,0.0,9.0,2013,4,4,-0.25881904510252035,-0.9659258262890684,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,1,0,0,0,1,0
29054,14,17.0,3.0,61.76,1007.0,10.0,0.0,6.0,2013,4,4,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,1,0,0,0,1,0
29055,15,28.0,3.0,61.76,1006.0,10.0,0.0,7.0,2013,4,4,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,1,0,0,0,1,0
29056,16,31.0,2.0,53.81,1007.0,11.0,0.0,6.0,2013,4,4,-0.8660254037844384,-0.5000000000000004,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,1,0,0,0,1,0
29057,17,24.0,2.0,53.81,1007.0,11.0,0.7,4.0,2013,4,4,-0.9659258262890681,-0.2588190451025215,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,1,0,0,0,1,0
29058,18,30.0,4.0,75.84,1007.0,8.0,0.0,5.0,2013,4,4,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,1,0,0,0,0,1,0
29059,19,29.0,3.0,66.05,1008.0,9.0,0.0,1.0,2013,4,4,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,1,0,0,0,1,0
29060,20,35.0,5.0,81.34,1009.0,8.0,0.2,2.0,2013,4,4,-0.866025403784439,0.49999999999999933,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,1,0,0,0,1,0
29061,21,26.0,4.0,70.88,1009.0,9.0,0.1,1.0,2013,4,4,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,0,1,1,0
29062,22,40.0,5.0,87.09,1009.0,7.0,0.2,2.0,2013,4,4,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,1,0,1,0
29063,23,50.0,5.0,87.09,1009.0,7.0,0.0,1.0,2013,4,4,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,1,0,1,0
29064,0,61.0,5.0,93.29,1009.0,6.0,0.0,2.0,2013,4,5,0.0,1.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,0,1,0,0,1
29065,1,40.0,4.0,86.99,1009.0,6.0,0.0,2.0,2013,4,5,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,0,1,0,0,1
29066,2,35.0,5.0,93.29,1009.0,6.0,0.0,1.0,2013,4,5,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,0,1,0,0,1
29067,3,33.0,4.0,93.24,1009.0,5.0,0.0,1.0,2013,4,5,0.7071067811865475,0.7071067811865476,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,0,1
29068,4,39.0,3.0,93.19,1009.0,4.0,0.0,1.0,2013,4,5,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,0,1,0,0,1
29069,5,37.0,2.0,93.13,1010.0,3.0,0.0,1.0,2013,4,5,0.9659258262890682,0.25881904510252096,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,0,1,0,0,1
29070,6,35.0,3.0,100.0,1010.0,3.0,0.0,2.0,2013,4,5,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,0,1,0,0,1
29071,7,42.0,5.0,93.29,1011.0,6.0,0.0,2.0,2013,4,5,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,0,1,0,0,1
29072,8,35.0,7.0,87.28,1011.0,9.0,0.0,4.0,2013,4,5,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,1,0,0,0,0,1
29073,9,32.0,4.0,62.0,1012.0,11.0,0.0,4.0,2013,4,5,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,1,0,0,0,0,1
29074,10,21.0,4.0,58.03,1012.0,12.0,0.0,5.0,2013,4,5,0.5000000000000003,-0.8660254037844385,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,1,0,0,0,0,1
29075,11,16.0,2.0,44.2,1012.0,14.0,0.0,5.0,2013,4,5,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,1,0,0,0,0,1
29076,12,15.0,2.0,41.43,1011.0,15.0,0.0,5.0,2013,4,5,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,1,0,0,0,0,1
29077,13,17.0,1.0,38.56,1011.0,15.0,0.0,5.0,2013,4,5,-0.25881904510252035,-0.9659258262890684,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,1,0,0,0,0,1
29078,14,14.0,0.0,33.65,1010.0,16.0,0.0,5.0,2013,4,5,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,1,0,0,0,0,1
29079,15,15.0,-1.0,31.28,1010.0,16.0,0.0,5.0,2013,4,5,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,1,0,0,0,0,1
29080,16,21.0,-1.0,31.28,1010.0,16.0,0.0,5.0,2013,4,5,-0.8660254037844384,-0.5000000000000004,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,1,0,0,0,0,0,1
29081,17,29.0,-1.0,33.35,1010.0,15.0,0.0,4.0,2013,4,5,-0.9659258262890681,-0.2588190451025215,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,1,0,0,0,0,0,1
29082,18,48.0,0.0,38.26,1010.0,14.0,0.0,4.0,2013,4,5,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,1,0,0,0,0,0,1
29083,19,62.0,0.0,38.26,1011.0,14.0,0.0,3.0,2013,4,5,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,0,1
29084,20,71.0,1.0,46.88,1011.0,12.0,0.0,3.0,2013,4,5,-0.866025403784439,0.49999999999999933,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,0,1
29085,21,103.0,2.0,57.51,1011.0,10.0,0.0,2.0,2013,4,5,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,0,1
29086,22,110.0,2.0,57.51,1012.0,10.0,0.0,3.0,2013,4,5,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,0,1
29087,23,94.0,2.0,65.82,1012.0,8.0,0.0,2.0,2013,4,5,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,0,1
29088,0,132.0,2.0,80.92,1012.0,5.0,0.0,1.0,2013,4,6,0.0,1.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,0,0,1,0,1
29089,1,130.0,2.0,80.92,1013.0,5.0,0.0,1.0,2013,4,6,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,0,0,1,0,1
29090,2,128.0,3.0,75.67,1013.0,7.0,0.0,1.0,2013,4,6,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,1
29091,3,136.0,3.0,81.06,1013.0,6.0,0.0,2.0,2013,4,6,0.7071067811865475,0.7071067811865476,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,1
29092,4,146.0,2.0,75.49,1013.0,6.0,0.0,2.0,2013,4,6,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,1
29093,5,183.0,2.0,75.49,1013.0,6.0,0.0,2.0,2013,4,6,0.9659258262890682,0.25881904510252096,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,1
29094,6,199.0,3.0,75.67,1014.0,7.0,0.0,4.0,2013,4,6,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,1
29095,7,210.0,3.0,61.76,1014.0,10.0,0.0,3.0,2013,4,6,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,1
29096,8,137.0,3.0,50.65,1014.0,13.0,0.0,3.0,2013,4,6,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,1
29097,9,92.0,1.0,36.17,1014.0,16.0,0.0,4.0,2013,4,6,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,1
29098,10,32.0,-3.0,23.77,1014.0,18.0,0.0,3.0,2013,4,6,0.5000000000000003,-0.8660254037844385,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,1
29099,11,40.0,-4.0,20.72,1014.0,19.0,0.0,1.0,2013,4,6,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,1
29100,12,37.0,-5.0,18.06,1013.0,20.0,0.0,3.0,2013,4,6,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,1
29101,13,30.0,-5.0,16.98,1012.0,21.0,0.0,3.0,2013,4,6,-0.25881904510252035,-0.9659258262890684,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,0,0,1,0,1
29102,14,29.0,-8.0,12.69,1012.0,22.0,0.0,2.0,2013,4,6,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,0,0,1,0,1
29103,15,25.0,-6.0,14.8,1011.0,22.0,0.0,3.0,2013,4,6,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,0,1,0,0,1
29104,16,31.0,-4.0,16.21,1011.0,23.0,0.0,1.0,2013,4,6,-0.8660254037844384,-0.5000000000000004,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,0,1,0,0,1
29105,17,57.0,-5.0,15.97,1011.0,22.0,0.0,2.0,2013,4,6,-0.9659258262890681,-0.2588190451025215,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,0,1,0,0,1
29106,18,79.0,-4.0,18.31,1011.0,21.0,0.0,1.0,2013,4,6,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,0,1,0,0,1
29107,19,122.0,-5.0,20.46,1012.0,18.0,0.0,1.0,2013,4,6,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,1
29108,20,121.0,-4.0,26.69,1012.0,15.0,0.0,1.0,2013,4,6,-0.866025403784439,0.49999999999999933,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,1
29109,21,71.0,2.0,44.2,1014.0,14.0,0.0,3.0,2013,4,6,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,0,1,0,0,1
29110,22,72.0,2.0,47.17,1014.0,13.0,0.0,2.0,2013,4,6,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,0,1,0,0,1
29111,23,86.0,2.0,50.36,1014.0,12.0,0.0,2.0,2013,4,6,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,0,1,0,0,1
29112,0,84.0,1.0,50.08,1015.0,11.0,0.0,2.0,2013,4,0,0.0,1.0,1.0,6.123233995736766e-17,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0
29113,1,68.0,0.0,46.58,1015.0,11.0,0.0,3.0,2013,4,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0
29114,2,61.0,-1.0,40.54,1014.0,12.0,0.0,3.0,2013,4,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0
29115,3,61.0,-1.0,46.29,1014.0,10.0,0.0,2.0,2013,4,0,0.7071067811865475,0.7071067811865476,1.0,6.123233995736766e-17,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0
29116,4,50.0,-2.0,43.01,1013.0,10.0,0.0,2.0,2013,4,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0
29117,5,51.0,-1.0,52.98,1014.0,8.0,0.0,2.0,2013,4,0,0.9659258262890682,0.25881904510252096,1.0,6.123233995736766e-17,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0
29118,6,61.0,0.0,49.8,1014.0,10.0,0.0,2.0,2013,4,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0
