,hour,PM_US Post,DEWP,HUMI,PRES,TEMP,precipitation,new_wind,year,month,day,hour_sin,hour_cos,month_sin,month_cos,day_sin,day_cos,season_1,season_2,season_3,season_4,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_SW,cbwd_cv,Weekdays,Weekends
26327,23,155.0,-2.0,80.34,1016.0,1.0,0.0,1.0,2013,1,2,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,1,1,0
26328,0,170.0,-2.0,86.37,1015.0,0.0,0.0,1.0,2013,1,3,0.0,1.0,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,0,0,1,1,0
26329,1,193.0,-4.0,64.42,1016.0,2.0,0.0,2.0,2013,1,3,0.25881904510252074,0.9659258262890683,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,0,1,0,0,0,1,0
26330,2,202.0,-3.0,69.43,1016.0,2.0,0.0,1.0,2013,1,3,0.49999999999999994,0.8660254037844387,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,0,1,0,0,0,1,0
26331,3,167.0,-2.0,86.37,1017.0,0.0,0.0,1.0,2013,1,3,0.7071067811865475,0.7071067811865476,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,0,1,0,0,0,1,0
26332,4,148.0,-2.0,74.78,1016.0,2.0,0.0,1.0,2013,1,3,0.8660254037844386,0.5000000000000001,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,0,1,0,0,0,1,0
26333,5,144.0,-4.0,60.0,1017.0,3.0,0.0,1.0,2013,1,3,0.9659258262890682,0.25881904510252096,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,0,1,0,0,0,1,0
26334,6,139.0,-3.0,64.66,1017.0,3.0,0.0,1.0,2013,1,3,1.0,6.123233995736766e-17,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,0,1,0,0,0,1,0
26335,7,180.0,-3.0,60.25,1018.0,4.0,0.0,2.0,2013,1,3,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,0,1,0,0,0,1,0
26336,8,153.0,-3.0,60.25,1019.0,4.0,0.0,1.0,2013,1,3,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,0,1,0,1,0
26337,9,161.0,-1.0,74.96,1019.0,3.0,0.0,1.0,2013,1,3,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,0,1,0,1,0
26338,10,185.0,-1.0,65.13,1021.0,5.0,0.0,1.0,2013,1,3,0.5000000000000003,-0.8660254037844385,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,0,0,1,1,0
26344,16,126.0,-5.0,36.74,1021.0,9.0,0.0,5.0,2013,1,3,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,1,0,0,0,0,1,0
26345,17,113.0,-6.0,34.05,1023.0,9.0,0.0,4.0,2013,1,3,-0.9659258262890681,-0.2588190451025215,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,1,0,0,0,0,1,0
26346,18,56.0,-4.0,39.63,1024.0,9.0,0.0,3.0,2013,1,3,-1.0,-1.8369701987210297e-16,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,1,0,0,0,0,1,0
26347,19,56.0,-3.0,45.7,1027.0,8.0,0.0,5.0,2013,1,3,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,1,0,0,0,0,1,0
26348,20,58.0,-3.0,45.7,1028.0,8.0,0.0,6.0,2013,1,3,-0.866025403784439,0.49999999999999933,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,1,0,0,0,0,1,0
26349,21,67.0,-2.0,52.7,1030.0,7.0,0.0,5.0,2013,1,3,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,1,0,0,0,0,1,0
26350,22,65.0,-2.0,52.7,1031.0,7.0,0.0,5.0,2013,1,3,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,1,0,0,0,0,1,0
26351,23,66.0,-1.0,60.76,1032.0,6.0,0.0,4.0,2013,1,3,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,1,0,0,0,0,1,0
26352,0,70.0,0.0,75.14,1033.0,4.0,0.0,5.0,2013,1,4,0.0,1.0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,1,0,0,0,1,0
26353,1,66.0,-1.0,65.13,1033.0,5.0,0.0,4.0,2013,1,4,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26354,2,60.0,-2.0,64.9,1033.0,4.0,0.0,5.0,2013,1,4,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26355,3,55.0,-1.0,69.85,1033.0,4.0,0.0,4.0,2013,1,4,0.7071067811865475,0.7071067811865476,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26356,4,62.0,-1.0,69.85,1033.0,4.0,0.0,3.0,2013,1,4,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26357,5,61.0,-1.0,74.96,1032.0,3.0,0.0,2.0,2013,1,4,0.9659258262890682,0.25881904510252096,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26358,6,62.0,-2.0,64.9,1032.0,4.0,0.0,2.0,2013,1,4,1.0,6.123233995736766e-17,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26359,7,59.0,-2.0,69.64,1033.0,3.0,0.0,2.0,2013,1,4,0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26360,8,61.0,-2.0,64.9,1033.0,4.0,0.0,1.0,2013,1,4,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0,0,1,1,0
26361,9,68.0,-3.0,60.25,1033.0,4.0,0.0,2.0,2013,1,4,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26362,10,69.0,-3.0,60.25,1034.0,4.0,0.0,4.0,2013,1,4,0.5000000000000003,-0.8660254037844385,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26363,11,67.0,-3.0,60.25,1034.0,4.0,0.0,4.0,2013,1,4,0.258819045102521,-0.9659258262890682,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26364,12,67.0,-4.0,55.91,1033.0,4.0,0.0,4.0,2013,1,4,1.2246467991473532e-16,-1.0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26365,13,57.0,-4.0,55.91,1031.0,4.0,0.0,4.0,2013,1,4,-0.25881904510252035,-0.9659258262890684,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26366,14,68.0,-5.0,51.84,1029.0,4.0,0.0,5.0,2013,1,4,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26367,15,70.0,-5.0,51.84,1028.0,4.0,0.0,5.0,2013,1,4,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26368,16,75.0,-3.0,64.66,1027.0,3.0,0.0,4.0,2013,1,4,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26369,17,75.0,-2.0,69.64,1027.0,3.0,0.0,3.0,2013,1,4,-0.9659258262890681,-0.2588190451025215,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26370,18,72.0,-2.0,69.64,1028.0,3.0,0.0,3.0,2013,1,4,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26371,19,78.0,-2.0,69.64,1028.0,3.0,0.0,3.0,2013,1,4,-0.9659258262890684,0.2588190451025203,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26372,20,69.0,0.0,86.58,1029.0,2.0,0.0,2.0,2013,1,4,-0.866025403784439,0.49999999999999933,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,1,0
26373,21,94.0,0.0,86.58,1029.0,2.0,0.0,2.0,2013,1,4,-0.7071067811865477,0.7071067811865474,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,1,0,0,0,1,0
26374,22,100.0,0.0,86.58,1029.0,2.0,0.0,1.0,2013,1,4,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0,0,1,1,0
26375,23,99.0,0.0,86.58,1030.0,2.0,0.0,2.0,2013,1,4,-0.25881904510252157,0.9659258262890681,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,1,0,0,0,1,0
26376,0,89.0,0.0,93.02,1029.0,1.0,0.0,1.0,2013,1,5,0.0,1.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26377,1,96.0,0.0,86.58,1028.0,2.0,0.0,1.0,2013,1,5,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26378,2,94.0,0.0,86.58,1028.0,2.0,0.0,2.0,2013,1,5,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,1,0,0,0,0,1
26379,3,100.0,0.0,86.58,1027.0,2.0,0.0,1.0,2013,1,5,0.7071067811865475,0.7071067811865476,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26380,4,96.0,0.0,86.58,1027.0,2.0,0.0,1.0,2013,1,5,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26381,5,95.0,0.0,86.58,1026.0,2.0,0.0,1.0,2013,1,5,0.9659258262890682,0.25881904510252096,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26382,6,101.0,0.0,86.58,1026.0,2.0,0.0,1.0,2013,1,5,1.0,6.123233995736766e-17,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26383,7,100.0,0.0,86.58,1026.0,2.0,0.0,1.0,2013,1,5,0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26384,8,103.0,0.0,86.58,1026.0,2.0,0.0,1.0,2013,1,5,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26385,9,118.0,0.0,86.58,1026.0,2.0,0.0,1.0,2013,1,5,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,1,0,0,0,0,1
26386,10,128.0,0.0,86.58,1026.0,2.0,0.0,1.0,2013,1,5,0.5000000000000003,-0.8660254037844385,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26387,11,140.0,0.0,80.63,1026.0,3.0,0.0,1.0,2013,1,5,0.258819045102521,-0.9659258262890682,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26388,12,149.0,0.0,80.63,1025.0,3.0,0.0,1.0,2013,1,5,1.2246467991473532e-16,-1.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26389,13,146.0,1.0,86.68,1023.0,3.0,0.0,1.0,2013,1,5,-0.25881904510252035,-0.9659258262890684,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26390,14,140.0,1.0,86.68,1022.0,3.0,0.0,2.0,2013,1,5,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,1,0,0,0,1
26391,15,158.0,1.0,93.08,1021.0,2.0,0.0,2.0,2013,1,5,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,1,0,0,0,1
26392,16,131.0,1.0,93.08,1020.0,2.0,0.0,2.0,2013,1,5,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,1,0,0,0,1
26393,17,117.0,1.0,86.68,1020.0,3.0,0.0,1.0,2013,1,5,-0.9659258262890681,-0.2588190451025215,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26394,18,100.0,1.0,86.68,1021.0,3.0,0.0,1.0,2013,1,5,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26395,19,73.0,1.0,86.68,1022.0,3.0,0.0,1.0,2013,1,5,-0.9659258262890684,0.2588190451025203,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26396,20,66.0,1.0,86.68,1023.0,3.0,0.0,1.0,2013,1,5,-0.866025403784439,0.49999999999999933,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,1,0,0,0,0,1
26397,21,64.0,1.0,86.68,1023.0,3.0,0.0,2.0,2013,1,5,-0.7071067811865477,0.7071067811865474,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
26398,22,65.0,1.0,86.68,1023.0,3.0,0.0,2.0,2013,1,5,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,1,0,0,0,0,1
26399,23,62.0,1.0,86.68,1024.0,3.0,0.0,2.0,2013,1,5,-0.25881904510252157,0.9659258262890681,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,1,0,0,0,0,0,1
26400,0,58.0,1.0,86.68,1024.0,3.0,0.0,1.0,2013,1,6,0.0,1.0,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
26401,1,62.0,1.0,86.68,1023.0,3.0,0.0,2.0,2013,1,6,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,1,0,0,0,0,0,1
26402,2,60.0,1.0,93.08,1023.0,2.0,0.0,1.0,2013,1,6,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
26403,3,80.0,2.0,100.0,1023.0,2.0,0.1,1.0,2013,1,6,0.7071067811865475,0.7071067811865476,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
26404,4,105.0,1.0,93.08,1023.0,2.0,0.1,1.0,2013,1,6,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
26405,5,92.0,1.0,93.08,1022.0,2.0,0.1,1.0,2013,1,6,0.9659258262890682,0.25881904510252096,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
26406,6,58.0,1.0,93.08,1022.0,2.0,0.1,1.0,2013,1,6,1.0,6.123233995736766e-17,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
26407,7,72.0,1.0,93.08,1022.0,2.0,0.1,1.0,2013,1,6,0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
26408,8,96.0,1.0,93.08,1023.0,2.0,0.0,1.0,2013,1,6,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,1,0,0,0,0,1
26409,9,103.0,1.0,93.08,1024.0,2.0,0.2,1.0,2013,1,6,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
26410,10,133.0,1.0,93.08,1024.0,2.0,0.1,2.0,2013,1,6,0.5000000000000003,-0.8660254037844385,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,1,0,0,0,0,1
26411,11,160.0,2.0,93.13,1024.0,3.0,0.0,1.0,2013,1,6,0.258819045102521,-0.9659258262890682,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
26412,12,135.0,1.0,86.68,1023.0,3.0,0.0,2.0,2013,1,6,1.2246467991473532e-16,-1.0,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,1,0,0,0,0,1
26413,13,123.0,1.0,86.68,1022.0,3.0,0.0,2.0,2013,1,6,-0.25881904510252035,-0.9659258262890684,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,1,0,0,0,0,1
26414,14,112.0,1.0,86.68,1022.0,3.0,0.0,1.0,2013,1,6,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,1,0,0,0,0,1
26415,15,117.0,1.0,86.68,1021.0,3.0,0.0,2.0,2013,1,6,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,1,0,0,0,0,0,1
26416,16,135.0,1.0,86.68,1021.0,3.0,0.0,1.0,2013,1,6,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,1,0,0,0,0,1
26417,17,124.0,1.0,80.78,1021.0,4.0,0.0,1.0,2013,1,6,-0.9659258262890681,-0.2588190451025215,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
26418,18,115.0,0.0,75.14,1023.0,4.0,0.0,2.0,2013,1,6,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,1,0,0,0,0,0,1
26419,19,120.0,1.0,80.78,1024.0,4.0,0.0,2.0,2013,1,6,-0.9659258262890684,0.2588190451025203,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,1,0,0,0,1
26420,20,130.0,2.0,86.79,1025.0,4.0,0.0,1.0,2013,1,6,-0.866025403784439,0.49999999999999933,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
26421,21,135.0,1.0,93.08,1026.0,2.0,0.0,1.0,2013,1,6,-0.7071067811865477,0.7071067811865474,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,1,0,0,1
26422,22,155.0,2.0,93.13,1026.0,3.0,0.0,0.0,2013,1,6,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
26423,23,185.0,2.0,93.13,1026.0,3.0,0.0,1.0,2013,1,6,-0.25881904510252157,0.9659258262890681,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
26424,0,191.0,1.0,93.08,1026.0,2.0,0.0,1.0,2013,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26425,1,179.0,0.0,93.02,1026.0,1.0,0.0,1.0,2013,1,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,1,0,1,0
26426,2,160.0,0.0,100.0,1025.0,0.0,0.0,1.0,2013,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26427,3,152.0,0.0,100.0,1025.0,0.0,0.0,1.0,2013,1,0,0.7071067811865475,0.7071067811865476,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26428,4,148.0,-2.0,92.91,1024.0,-1.0,0.0,1.0,2013,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,1.0,0,0,0,1,0,0,1,0,0,1,0
26429,5,138.0,-2.0,100.0,1024.0,-2.0,0.0,0.0,2013,1,0,0.9659258262890682,0.25881904510252096,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26430,6,122.0,-2.0,100.0,1024.0,-2.0,0.0,1.0,2013,1,0,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26431,7,129.0,-1.0,100.0,1024.0,-1.0,0.0,0.0,2013,1,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26432,8,130.0,-2.0,100.0,1024.0,-2.0,0.0,0.0,2013,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26433,9,148.0,-1.0,100.0,1025.0,-1.0,0.0,0.0,2013,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26434,10,180.0,-1.0,100.0,1026.0,-1.0,0.0,2.0,2013,1,0,0.5000000000000003,-0.8660254037844385,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,1,0,1,0
26435,11,158.0,0.0,100.0,1025.0,0.0,0.0,0.0,2013,1,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26436,12,169.0,2.0,100.0,1024.0,2.0,0.0,1.0,2013,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26437,13,126.0,4.0,93.24,1023.0,5.0,0.0,1.0,2013,1,0,-0.25881904510252035,-0.9659258262890684,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26438,14,118.0,0.0,65.36,1021.0,6.0,0.0,1.0,2013,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26439,15,117.0,-1.0,56.72,1020.0,7.0,0.0,2.0,2013,1,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.0,1.0,0,0,0,1,0,0,1,0,0,1,0
26440,16,75.0,-1.0,60.76,1020.0,6.0,0.0,3.0,2013,1,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,1.0,0,0,0,1,1,0,0,0,0,1,0
26441,17,86.0,0.0,70.06,1021.0,5.0,0.0,5.0,2013,1,0,-0.9659258262890681,-0.2588190451025215,0.0,1.0,0.0,1.0,0,0,0,1,1,0,0,0,0,1,0
26442,18,108.0,-1.0,65.13,1022.0,5.0,0.0,2.0,2013,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,1.0,0,0,0,1,1,0,0,0,0,1,0
26443,19,99.0,-1.0,74.96,1023.0,3.0,0.0,1.0,2013,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26444,20,103.0,0.0,75.14,1023.0,4.0,0.0,1.0,2013,1,0,-0.866025403784439,0.49999999999999933,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26445,21,118.0,1.0,80.78,1024.0,4.0,0.0,1.0,2013,1,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
26446,22,139.0,1.0,86.68,1025.0,3.0,0.0,1.0,2013,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
