No,year,month,day,hour,season,PM_City Station,PM_5th Middle School,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,new_wind
38,2010,1,2,13,4,NA,NA,NA,13.3,93,1011.7,14.4,NW,0.9,0.4,1,0.9
39,2010,1,2,14,4,NA,NA,NA,13.7,93,1011,14.8,SW,0.7,2.2,3.2,0.7
40,2010,1,2,15,4,NA,NA,NA,13.9,93,1010.9,15,SW,1.7,2.5,5.7,1.0
41,2010,1,2,16,4,NA,NA,NA,13.9,93,1010.5,15,NE,1,4.6,10.3,1
42,2010,1,2,17,4,NA,NA,NA,13.9,93,1011.6,15,NW,0.8,1.4,11.7,0.8
43,2010,1,2,18,4,NA,NA,NA,13.7,93,1011.8,14.8,NW,1.6,0.6,12.3,0.8
44,2010,1,2,19,4,NA,NA,NA,13.7,93,1012.5,14.8,NW,2.2,2.4,14.7,0.6000000000000001
45,2010,1,2,20,4,NA,NA,NA,13.8,94,1012.8,14.8,SE,0.8,4.3,19,0.8
46,2010,1,2,21,4,NA,NA,NA,14,94,1013.2,15,SE,1.5,1.3,20.3,0.7
47,2010,1,2,22,4,NA,NA,NA,13.8,94,1013.5,14.8,cv,0.2,0.2,20.5,0.2
48,2010,1,2,23,4,NA,NA,NA,13.8,94,1014,14.8,NW,1.2,0.1,20.6,1.2
49,2010,1,3,0,4,NA,NA,NA,13.5,94,1014.2,14.5,NW,2.2,0,0,1.0000000000000002
50,2010,1,3,1,4,NA,NA,NA,13.4,94,1013.7,14.4,NE,1.1,0,0,1.1
51,2010,1,3,2,4,NA,NA,NA,12.8,93,1013.3,13.9,NW,1.1,0,0,1.1
52,2010,1,3,3,4,NA,NA,NA,13,93,1013.3,14.1,NW,2.1,0,0,1.0
53,2010,1,3,4,4,NA,NA,NA,12.8,92,1013.1,14.1,cv,0,0,0,0
54,2010,1,3,5,4,NA,NA,NA,12.7,92,1013,14,NW,0.9,0,0,0.9
55,2010,1,3,6,4,NA,NA,NA,12.4,92,1013,13.7,cv,0.5,0,0,0.5
56,2010,1,3,7,4,NA,NA,NA,11.8,93,1013.6,12.9,NW,0.7,0,0,0.7
57,2010,1,3,8,4,NA,NA,NA,12.5,94,1014.3,13.4,NW,1.7,0,0,1.0
58,2010,1,3,9,4,NA,NA,NA,13.3,83,1014.7,16.2,NE,0.8,0,0,0.8
59,2010,1,3,10,4,NA,NA,NA,12.9,75,1015,17.4,NW,0.9,0,0,0.9
60,2010,1,3,11,4,NA,NA,NA,12.4,71,1014.6,17.7,NW,1.8,0,0,0.9
61,2010,1,3,12,4,NA,NA,NA,12.4,63,1013.5,19.6,SW,1.8,0,0,1.8
62,2010,1,3,13,4,NA,NA,NA,11.9,62,1012.2,19.4,NW,0.7,0,0,0.7
63,2010,1,3,14,4,NA,NA,NA,11.9,62,1011.4,19.4,SW,0.9,0,0,0.9
64,2010,1,3,15,4,NA,NA,NA,11.3,58,1010.9,19.8,SE,1.4,0,0,1.4
65,2010,1,3,16,4,NA,NA,NA,11.2,58,1010.8,19.7,SW,0.8,0,0,0.8
66,2010,1,3,17,4,NA,NA,NA,12.7,65,1011,19.4,SW,1.4,0,0,0.5999999999999999
67,2010,1,3,18,4,NA,NA,NA,13.5,73,1011.3,18.4,cv,0.5,0,0,0.5
68,2010,1,3,19,4,NA,NA,NA,13.1,74,1011.6,17.8,SE,1.3,0,0,1.3
69,2010,1,3,20,4,NA,NA,NA,13.2,74,1011.9,17.9,SW,0.7,0,0,0.7
70,2010,1,3,21,4,NA,NA,NA,13.4,76,1012.1,17.7,SE,0.9,0,0,0.9
71,2010,1,3,22,4,NA,NA,NA,13.7,80,1012.2,17.2,SE,1.7,0,0,0.7999999999999999
72,2010,1,3,23,4,NA,NA,NA,13.8,81,1011.9,17.1,SE,3.1,0,0,1.4000000000000001
73,2010,1,4,0,4,NA,NA,NA,13.8,82,1011.8,16.9,SE,3.8,0,0,0.6999999999999997
74,2010,1,4,1,4,NA,NA,NA,14,85,1011.6,16.5,NE,0.7,0,0,0.7
75,2010,1,4,2,4,NA,NA,NA,14,85,1011.1,16.5,NE,1.3,0,0,0.6000000000000001
76,2010,1,4,3,4,NA,NA,NA,14.2,88,1010.7,16.2,cv,0.1,0,0,0.1
77,2010,1,4,4,4,NA,NA,NA,13.8,90,1010.1,15.4,SW,0.6,0,0,0.6
78,2010,1,4,5,4,NA,NA,NA,13.3,92,1010.3,14.6,NE,0.6,0,0,0.6
79,2010,1,4,6,4,NA,NA,NA,13,93,1010.8,14.1,cv,0,0,0,0
80,2010,1,4,7,4,NA,NA,NA,13.5,94,1011.1,14.5,NE,0.7,0,0,0.7
81,2010,1,4,8,4,NA,NA,NA,13.7,94,1012.4,14.7,NW,1.4,0,0,1.4
82,2010,1,4,9,4,NA,NA,NA,14.2,88,1012.5,16.2,NE,1,0,0,1
83,2010,1,4,10,4,NA,NA,NA,14,77,1012.7,18.1,SE,1,0,0,1
84,2010,1,4,11,4,NA,NA,NA,13,65,1011.9,19.8,SW,1.2,0,0,1.2
85,2010,1,4,12,4,NA,NA,NA,13.1,59,1010.9,21.4,NE,1.2,0,0,1.2
86,2010,1,4,13,4,NA,NA,NA,12.2,54,1009.5,21.9,SE,1.3,0,0,1.3
87,2010,1,4,14,4,NA,NA,NA,12.6,54,1008.4,22.3,SE,3.1,0,0,1.8
88,2010,1,4,15,4,NA,NA,NA,12.7,55,1007.9,22.2,SE,4.3,0,0,1.1999999999999997
89,2010,1,4,16,4,NA,NA,NA,13,59,1007.8,21.3,SE,6.2,0,0,1.9000000000000004
90,2010,1,4,17,4,NA,NA,NA,13.7,64,1008.2,20.8,SE,7.1,0,0,0.8999999999999995
91,2010,1,4,18,4,NA,NA,NA,14,69,1008.4,19.9,SE,8.1,0,0,1.0
92,2010,1,4,19,4,NA,NA,NA,14.4,72,1009.1,19.6,SE,9.6,0,0,1.5
93,2010,1,4,20,4,NA,NA,NA,14.5,74,1009.5,19.2,SE,10.6,0,0,1.0
94,2010,1,4,21,4,NA,NA,NA,14.2,73,1009.6,19.1,SE,11.6,0,0,1.0
95,2010,1,4,22,4,NA,NA,NA,13.7,72,1010,18.9,SW,1,0,0,1
96,2010,1,4,23,4,NA,NA,NA,14.9,84,1010.1,17.6,cv,0.5,0,0,0.5
97,2010,1,5,0,4,NA,NA,NA,14.7,81,1009.9,18,SE,0.7,0,0,0.7
98,2010,1,5,1,4,NA,NA,NA,15.3,86,1010.2,17.7,SW,0.8,0,0,0.8
99,2010,1,5,2,4,NA,NA,NA,15.1,85,1009.9,17.6,cv,0.5,0,0,0.5
100,2010,1,5,3,4,NA,NA,NA,15,85,1010.1,17.5,NE,0.8,0.1,0.1,0.8
101,2010,1,5,4,4,NA,NA,NA,14.9,87,1009.6,17.1,NE,1.5,0,0,0.7
102,2010,1,5,5,4,NA,NA,NA,14.3,84,1010.2,17,NE,2.1,0,0,0.6000000000000001
103,2010,1,5,6,4,NA,NA,NA,13.4,80,1010.1,16.9,NE,2.8,0,0,0.6999999999999997
104,2010,1,5,7,4,NA,NA,NA,13.3,80,1010.9,16.8,NW,0.8,0,0,0.8
105,2010,1,5,8,4,NA,NA,NA,13.4,83,1011.7,16.3,NE,0.8,0.3,0.3,0.8
106,2010,1,5,9,4,NA,NA,NA,13.9,85,1012.2,16.4,SE,2,0.1,0.4,2
107,2010,1,5,10,4,NA,NA,NA,13.5,82,1012.7,16.6,SE,4.4,0,0,2.4000000000000004
108,2010,1,5,11,4,NA,NA,NA,13.6,79,1012.6,17.3,NE,1.9,0,0,1.9
109,2010,1,5,12,4,NA,NA,NA,13.7,76,1011.5,18,SE,2.2,0,0,2.2
110,2010,1,5,13,4,NA,NA,NA,13.5,76,1010.8,17.8,SE,3.1,0,0,0.8999999999999999
111,2010,1,5,14,4,NA,NA,NA,13.4,73,1009.9,18.3,NE,2.2,0,0,2.2
112,2010,1,5,15,4,NA,NA,NA,12.3,69,1009.4,18.1,SE,3,0,0,3
113,2010,1,5,16,4,NA,NA,NA,11.3,64,1009.2,18.2,SE,5.8,0,0,2.8
114,2010,1,5,17,4,NA,NA,NA,11.2,64,1009.5,18.1,SE,8.6,0,0,2.8
115,2010,1,5,18,4,NA,NA,NA,12,69,1009.7,17.8,SE,9.8,0,0,1.200000000000001
116,2010,1,5,19,4,NA,NA,NA,12.2,72,1010.5,17.3,NW,0.9,0,0,0.9
117,2010,1,5,20,4,NA,NA,NA,13.9,87,1011.7,16.1,NW,1.8,1.2,1.2,0.9
118,2010,1,5,21,4,NA,NA,NA,14.1,91,1012.2,15.6,cv,0.5,3,4.2,0.5
119,2010,1,5,22,4,NA,NA,NA,14.2,92,1012.2,15.5,cv,0.5,0.5,4.7,0.0
120,2010,1,5,23,4,NA,NA,NA,14.2,92,1012.2,15.5,cv,0.5,0.5,5.2,0.0
121,2010,1,6,0,4,NA,NA,NA,14.2,92,1012.4,15.5,NW,0.9,0,0,0.9
122,2010,1,6,1,4,NA,NA,NA,14.3,92,1012.5,15.6,NW,2.1,0,0,1.2000000000000002
123,2010,1,6,2,4,NA,NA,NA,14.2,92,1012.8,15.5,NE,1.6,1.4,1.4,1.6
124,2010,1,6,3,4,NA,NA,NA,13.9,91,1012.8,15.4,NE,2.4,0,0,0.7999999999999998
125,2010,1,6,4,4,NA,NA,NA,13.8,91,1012.5,15.3,NE,4.1,0.1,0.1,1.6999999999999997
126,2010,1,6,5,4,NA,NA,NA,13.6,90,1012.6,15.2,NE,4.8,0,0,0.7000000000000002
127,2010,1,6,6,4,NA,NA,NA,13,88,1012.9,15,NE,5.6,0,0,0.7999999999999998
128,2010,1,6,7,4,NA,NA,NA,12.3,90,1013.9,13.9,NW,2,1.5,1.5,2
129,2010,1,6,8,4,NA,NA,NA,10.7,91,1015.1,12.1,NW,4.5,0.6,2.1,2.5
130,2010,1,6,9,4,NA,NA,NA,10,91,1016.1,11.4,NW,7.2,0.6,2.7,2.7
131,2010,1,6,10,4,NA,NA,NA,10,91,1016.7,11.4,NW,9.9,0,0,2.7
132,2010,1,6,11,4,NA,NA,NA,9.1,85,1016.9,11.5,NE,2.2,0,0,2.2
133,2010,1,6,12,4,NA,NA,NA,8.6,81,1016.2,11.7,NW,3.2,0,0,3.2
134,2010,1,6,13,4,NA,NA,NA,7.7,78,1015.9,11.4,NW,6,0,0,2.8
135,2010,1,6,14,4,NA,NA,NA,7.2,77,1015.7,11.1,NW,9.3,0,0,3.3000000000000007
136,2010,1,6,15,4,NA,NA,NA,7.2,78,1015.6,10.9,NW,11.7,0,0,2.3999999999999986
137,2010,1,6,16,4,NA,NA,NA,6.9,77,1015.6,10.8,NW,13.8,0,0,2.1000000000000014
138,2010,1,6,17,4,NA,NA,NA,6.7,77,1016.1,10.6,NW,15.5,0,0,1.6999999999999993
139,2010,1,6,18,4,NA,NA,NA,6.1,75,1016.5,10.3,NE,2.7,0,0,2.7
140,2010,1,6,19,4,NA,NA,NA,5.9,75,1017.4,10.1,NW,1.4,0,0,1.4
141,2010,1,6,20,4,NA,NA,NA,5.5,74,1017.7,9.9,NW,3.8,0,0,2.4
142,2010,1,6,21,4,NA,NA,NA,5.3,74,1018.1,9.7,NW,5.3,0,0,1.5
143,2010,1,6,22,4,NA,NA,NA,5.1,74,1018.3,9.5,NE,1.4,0,0,1.4
144,2010,1,6,23,4,NA,NA,NA,4.9,74,1018.3,9.3,NE,3.2,0,0,1.8000000000000003
145,2010,1,7,0,4,NA,NA,NA,4.6,74,1018.4,9,NE,5.9,0,0,2.7
146,2010,1,7,1,4,NA,NA,NA,4.8,76,1018.4,8.8,NE,6.7,0,0,0.7999999999999998
147,2010,1,7,2,4,NA,NA,NA,4.4,74,1018.7,8.8,NW,1,0,0,1
148,2010,1,7,3,4,NA,NA,NA,3.9,72,1018.6,8.7,NE,2.2,0,0,2.2
149,2010,1,7,4,4,NA,NA,NA,3.9,73,1018.4,8.5,NE,4.9,0,0,2.7
150,2010,1,7,5,4,NA,NA,NA,4.1,75,1018.6,8.3,NE,5.9,0,0,1.0
151,2010,1,7,6,4,NA,NA,NA,4.3,76,1018.6,8.3,NW,1.9,0,0,1.9
152,2010,1,7,7,4,NA,NA,NA,4.8,80,1019.4,8,NW,3.2,0,0,1.3000000000000003
153,2010,1,7,8,4,NA,NA,NA,4.9,82,1019.7,7.8,NE,2.2,0,0,2.2
154,2010,1,7,9,4,NA,NA,NA,5.2,84,1020.6,7.7,NW,1.6,0,0,1.6
155,2010,1,7,10,4,NA,NA,NA,5.4,83,1021,8.1,NE,0.7,0,0,0.7
156,2010,1,7,11,4,NA,NA,NA,5.9,88,1020.7,7.8,NW,1.8,0.9,0.9,1.8
157,2010,1,7,12,4,NA,NA,NA,6,86,1019.8,8.2,NE,1.4,0,0,1.4
158,2010,1,7,13,4,NA,NA,NA,6,84,1018.7,8.5,NW,2,0,0,2
159,2010,1,7,14,4,NA,NA,NA,6.2,86,1017.9,8.4,NW,3.9,0,0,1.9
160,2010,1,7,15,4,NA,NA,NA,6.5,87,1017.3,8.5,SW,0.9,0.5,0.5,0.9
161,2010,1,7,16,4,NA,NA,NA,6.9,90,1017.3,8.4,NW,1.3,1.5,2,1.3
162,2010,1,7,17,4,NA,NA,NA,6.9,91,1017.5,8.3,NW,3.1,1.1,3.1,1.8
163,2010,1,7,18,4,NA,NA,NA,6.9,91,1017.6,8.3,NE,2.3,0.4,3.5,2.3
164,2010,1,7,19,4,NA,NA,NA,6.8,90,1017.9,8.3,NW,1.1,0.2,3.7,1.1
165,2010,1,7,20,4,NA,NA,NA,6.7,89,1018.9,8.4,NW,2.5,0.1,3.8,1.4
166,2010,1,7,21,4,NA,NA,NA,6.4,87,1019.6,8.4,NE,1.3,0,0,1.3
167,2010,1,7,22,4,NA,NA,NA,6.3,88,1019.7,8.2,NE,3.4,0,0,2.0999999999999996
168,2010,1,7,23,4,NA,NA,NA,6.3,88,1019.9,8.2,NE,4.9,0,0,1.5000000000000004
169,2010,1,8,0,4,NA,NA,NA,6.6,90,1019.5,8.1,NE,6.9,0.1,0.1,2.0
170,2010,1,8,1,4,NA,NA,NA,6.5,90,1019.6,8,NW,1.3,1,1.1,1.3
171,2010,1,8,2,4,NA,NA,NA,6.5,91,1019.1,7.9,NW,2.5,1.1,2.2,1.2
172,2010,1,8,3,4,NA,NA,NA,6,89,1018.6,7.7,NW,5.2,0,0,2.7
173,2010,1,8,4,4,NA,NA,NA,5.8,88,1018.2,7.7,NW,6.4,0,0,1.2000000000000002
174,2010,1,8,5,4,NA,NA,NA,6,88,1018,7.9,NW,7.6,0,0,1.1999999999999993
175,2010,1,8,6,4,NA,NA,NA,6,88,1018,7.9,NW,8.6,0,0,1.0
176,2010,1,8,7,4,NA,NA,NA,5.8,87,1018.8,7.8,NW,9.8,0,0,1.200000000000001
177,2010,1,8,8,4,NA,NA,NA,5.7,86,1019.5,7.9,NW,10.9,0,0,1.0999999999999996
178,2010,1,8,9,4,NA,NA,NA,5.9,83,1020,8.6,NW,12.1,0,0,1.1999999999999993
179,2010,1,8,10,4,NA,NA,NA,5,74,1020.5,9.4,NW,13.7,0,0,1.5999999999999996
180,2010,1,8,11,4,NA,NA,NA,5.3,73,1020.2,9.9,NW,15.6,0,0,1.9000000000000004
181,2010,1,8,12,4,NA,NA,NA,5,70,1019.3,10.2,NW,17.7,0,0,2.0999999999999996
182,2010,1,8,13,4,NA,NA,NA,5.2,68,1018,10.9,NW,20.3,0,0,2.6000000000000014
183,2010,1,8,14,4,NA,NA,NA,5.3,68,1016.6,11,NW,21.3,0,0,1.0
184,2010,1,8,15,4,NA,NA,NA,5.5,67,1015.7,11.4,NE,1.8,0,0,1.8
185,2010,1,8,16,4,NA,NA,NA,5.6,66,1015.4,11.7,NW,1.5,0,0,1.5
186,2010,1,8,17,4,NA,NA,NA,5.6,67,1015.4,11.5,NE,1.4,0,0,1.4
187,2010,1,8,18,4,NA,NA,NA,5.7,70,1015.6,10.9,NW,1.3,0,0,1.3
188,2010,1,8,19,4,NA,NA,NA,5.3,71,1016.2,10.3,NW,2.5,0,0,1.2
189,2010,1,8,20,4,NA,NA,NA,5.2,72,1016.9,10,NW,4.6,0,0,2.0999999999999996
190,2010,1,8,21,4,NA,NA,NA,5.2,73,1017,9.8,NW,6.6,0,0,2.0
191,2010,1,8,22,4,NA,NA,NA,5.3,74,1017.2,9.7,NW,7.8,0,0,1.2000000000000002
192,2010,1,8,23,4,NA,NA,NA,5.5,75,1017.2,9.7,NW,8.7,0,0,0.8999999999999995
193,2010,1,9,0,4,NA,NA,NA,5.7,76,1017,9.7,NW,9.8,0,0,1.1000000000000014
194,2010,1,9,1,4,NA,NA,NA,6,77,1016.8,9.8,NE,1.2,0,0,1.2
195,2010,1,9,2,4,NA,NA,NA,6,78,1016.4,9.6,NE,2.3,0,0,1.0999999999999999
196,2010,1,9,3,4,NA,NA,NA,6.5,82,1016.3,9.4,NE,3.6,0,0,1.3000000000000003
197,2010,1,9,4,4,NA,NA,NA,6.8,85,1016.1,9.2,NW,0.8,0,0,0.8
198,2010,1,9,5,4,NA,NA,NA,6.9,89,1016,8.6,NE,1.1,0,0,1.1
199,2010,1,9,6,4,NA,NA,NA,7.1,89,1015.9,8.8,cv,0.4,0,0,0.4
200,2010,1,9,7,4,NA,NA,NA,7.3,90,1016.6,8.8,NW,1.4,0,0,1.4
201,2010,1,9,8,4,NA,NA,NA,7.4,91,1016.7,8.8,NE,0.8,0.1,0.1,0.8
202,2010,1,9,9,4,NA,NA,NA,7.8,89,1017.5,9.5,NW,1.1,0,0,1.1
203,2010,1,9,10,4,NA,NA,NA,7.8,86,1018.2,10,NW,2.6,0,0,1.5
204,2010,1,9,11,4,NA,NA,NA,8.1,83,1017.6,10.9,NE,1.4,0,0,1.4
205,2010,1,9,12,4,NA,NA,NA,8.7,77,1016.5,12.6,NE,3,0,0,1.6
206,2010,1,9,13,4,NA,NA,NA,8.7,72,1015.1,13.6,SE,1,0,0,1
207,2010,1,9,14,4,NA,NA,NA,9.1,68,1013.6,14.9,NE,1.8,0,0,1.8
208,2010,1,9,15,4,NA,NA,NA,9.1,63,1012.6,16.1,NE,3.4,0,0,1.5999999999999999
209,2010,1,9,16,4,NA,NA,NA,9.1,63,1012,16.1,NE,5.1,0,0,1.6999999999999997
210,2010,1,9,17,4,NA,NA,NA,9.8,67,1012.2,15.9,NE,5.8,0,0,0.7000000000000002
211,2010,1,9,18,4,NA,NA,NA,10.5,75,1012.2,14.9,NE,6.5,0,0,0.7000000000000002
212,2010,1,9,19,4,NA,NA,NA,10.4,79,1012.7,14,NE,7.2,0,0,0.7000000000000002
213,2010,1,9,20,4,NA,NA,NA,10.9,83,1013.2,13.7,cv,0.4,0,0,0.4
214,2010,1,9,21,4,NA,NA,NA,10.6,82,1013.6,13.6,cv,0.8,0,0,0.4
215,2010,1,9,22,4,NA,NA,NA,10.9,84,1014.4,13.5,cv,0.9,0,0,0.09999999999999998
216,2010,1,9,23,4,NA,NA,NA,10.3,82,1015,13.3,NW,1,0,0,1
217,2010,1,10,0,4,NA,NA,NA,9.9,82,1014.7,12.9,NW,2.2,0,0,1.2000000000000002
218,2010,1,10,1,4,NA,NA,NA,9.9,83,1014.8,12.7,NE,0.7,0,0,0.7
219,2010,1,10,2,4,NA,NA,NA,10.3,86,1014.4,12.6,NE,1.5,0,0,0.8
220,2010,1,10,3,4,NA,NA,NA,10.4,85,1013.9,12.9,SE,0.6,0,0,0.6
221,2010,1,10,4,4,NA,NA,NA,10.8,87,1013,12.9,NE,1.7,0,0,1.7
222,2010,1,10,5,4,NA,NA,NA,10.8,86,1013.2,13.1,SE,0.6,0,0,0.6
223,2010,1,10,6,4,NA,NA,NA,10.8,86,1013,13.1,SE,2,0.2,0.2,1.4
224,2010,1,10,7,4,NA,NA,NA,11.4,91,1013.9,12.8,SW,1.1,0.1,0.3,1.1
225,2010,1,10,8,4,NA,NA,NA,11.6,92,1014.4,12.9,NW,0.6,0.2,0.5,0.6
226,2010,1,10,9,4,NA,NA,NA,12.1,92,1014.5,13.4,NE,1.1,1.9,2.4,1.1
227,2010,1,10,10,4,NA,NA,NA,12.2,90,1015,13.8,NE,1.9,0,0,0.7999999999999998
228,2010,1,10,11,4,NA,NA,NA,12.3,82,1014.7,15.4,SE,0.8,0,0,0.8
229,2010,1,10,12,4,NA,NA,NA,11.8,77,1014.1,15.8,NE,0.9,0,0,0.9
230,2010,1,10,13,4,NA,NA,NA,12,74,1012.4,16.7,NE,2.7,0,0,1.8000000000000003
231,2010,1,10,14,4,NA,NA,NA,12.4,73,1011.6,17.3,NW,0.6,0,0,0.6
232,2010,1,10,15,4,NA,NA,NA,12.8,80,1010.8,16.3,NW,1.8,0,0,1.2000000000000002
233,2010,1,10,16,4,NA,NA,NA,12.7,80,1010.9,16.1,NW,3.1,0,0,1.3
234,2010,1,10,17,4,NA,NA,NA,12,80,1011,15.4,NW,5.4,0,0,2.3000000000000003
235,2010,1,10,18,4,NA,NA,NA,11.9,82,1011.6,14.9,NW,7.2,0,0,1.7999999999999998
236,2010,1,10,19,4,NA,NA,NA,11.9,86,1011.9,14.2,NW,8.8,0,0,1.6000000000000005
237,2010,1,10,20,4,NA,NA,NA,12.2,90,1012.5,13.8,NW,10.5,0.2,0.2,1.6999999999999993
238,2010,1,10,21,4,NA,NA,NA,12,89,1012.9,13.8,NW,11.8,0,0,1.3000000000000007
239,2010,1,10,22,4,NA,NA,NA,12.2,90,1013.3,13.8,NW,12.9,0,0,1.0999999999999996
240,2010,1,10,23,4,NA,NA,NA,11.9,91,1013.5,13.3,NW,14.7,1.4,1.4,1.799999999999999
241,2010,1,11,0,4,NA,NA,NA,11.8,92,1013.6,13.1,NW,15.9,1,2.4,1.200000000000001
242,2010,1,11,1,4,NA,NA,NA,11.1,92,1013.8,12.4,NW,17.7,1.4,3.8,1.799999999999999
243,2010,1,11,2,4,NA,NA,NA,10.4,92,1013.8,11.7,NE,1.2,0.7,4.5,1.2
244,2010,1,11,3,4,NA,NA,NA,10.2,92,1013.8,11.5,NW,1.9,0.8,5.3,1.9
245,2010,1,11,4,4,NA,NA,NA,9.6,92,1014.3,10.8,NW,4.3,4.7,10,2.4
246,2010,1,11,5,4,NA,NA,NA,10.2,91,1013.6,11.6,NW,5.6,0.9,10.9,1.2999999999999998
247,2010,1,11,6,4,NA,NA,NA,9.6,90,1014.1,11.2,NE,2,0,0,2
248,2010,1,11,7,4,NA,NA,NA,9.4,89,1015,11.1,NW,2,0,0,2
249,2010,1,11,8,4,NA,NA,NA,9,91,1016.1,10.4,NW,3.8,1.9,1.9,1.7999999999999998
250,2010,1,11,9,4,NA,NA,NA,8.7,92,1017.1,9.9,NW,6.1,2.9,4.8,2.3
251,2010,1,11,10,4,NA,NA,NA,8.6,92,1017.8,9.8,NE,1.6,2.2,7,1.6
252,2010,1,11,11,4,NA,NA,NA,9,92,1017.7,10.2,NW,1.5,0.6,7.6,1.5
253,2010,1,11,12,4,NA,NA,NA,8.9,88,1016.8,10.8,NW,3.4,0.1,7.7,1.9
254,2010,1,11,13,4,NA,NA,NA,8.8,84,1016,11.4,NW,5.3,0,0,1.9
255,2010,1,11,14,4,NA,NA,NA,8.2,81,1015.7,11.3,NW,6.7,0,0,1.4000000000000004
256,2010,1,11,15,4,NA,NA,NA,8,82,1015.7,10.9,NW,8.5,0,0,1.7999999999999998
257,2010,1,11,16,4,NA,NA,NA,7.8,81,1015.5,10.9,NW,11,0,0,2.5
258,2010,1,11,17,4,NA,NA,NA,7.6,79,1015.6,11.1,NE,2.2,0,0,2.2
259,2010,1,11,18,4,NA,NA,NA,7.1,77,1016.2,11,NW,2.8,0,0,2.8
